listing_id,date,num_reviews,reviewers
20617766,01/09/2024,1,288838012
36372244,01/09/2024,1,416994771
15262263,01/01/2025,1,255914455
10938932,01/03/2025,2,"150,600,048,150,600,000"
33068974,01/05/2025,1,216675029
37856904,01/11/2024,1,73770338
41491894,01/12/2024,2,"152,453,510,225,229,000"
39220382,01/06/2025,1,134589323
39220382,01/01/2025,2,"181,634,980,366,958,000"
39220382,01/09/2024,1,551230589
37856904,01/12/2024,2,"86,073,113,996,316"
37856904,01/09/2024,2,"3,192,339,314,112,270"
33068974,01/11/2024,1,223032724
37707710,01/11/2024,1,340592936
39220382,01/02/2025,1,597834224
37856904,01/01/2025,1,8989508
38653066,01/10/2024,1,80534451
39220382,01/07/2025,1,471871950
41491894,01/01/2025,1,539532929
13176448,01/03/2025,3,"6,992,660,452,462,520,000,000,000"
15764527,01/04/2025,1,316630913
33036710,01/09/2024,1,380310567
13176448,01/11/2024,5,"346,463,424,388,510,000,000,000,000,000,000,000,000,000,000"
26312473,01/09/2024,1,102006167
13176448,01/12/2024,1,87857128
39429111,01/02/2025,1,148952548
26312473,01/12/2024,1,7648716
15764527,01/12/2024,1,38944760
33036710,01/07/2025,1,184467615
33027289,01/11/2024,2,"223,032,724,223,032,000"
39429111,01/10/2024,1,202565587
15764527,01/07/2025,1,296286824
2498391,01/09/2024,1,19830114
40168873,01/10/2024,1,49600646
13176448,01/04/2025,2,"380,583,737,337,479,000"
40168873,01/02/2025,1,32420983
26312473,01/01/2025,1,133002522
33027289,01/12/2024,1,170192026
16432494,01/05/2025,1,12841480
26312473,01/04/2025,1,28854899
16432494,01/11/2024,1,45047730
40168873,01/09/2024,3,"39,951,870,215,290,900,000,000,000"
15764527,01/05/2025,1,480374896
39429111,01/07/2025,1,514500744
33036710,01/04/2025,1,40732767
15764527,01/01/2025,2,"429,639,144,389,180,000"
15764527,01/03/2025,1,556731640
33036710,01/11/2024,1,142953287
40168873,01/11/2024,1,215327544
39429111,01/01/2025,1,95508535
40168873,01/01/2025,1,77652204
33027289,01/10/2024,3,"277,069,702,448,351,000,000,000,000"
15764527,01/06/2025,1,142204769
16432494,01/01/2025,1,22061979
33036710,01/01/2025,1,485653848
40168873,01/06/2025,1,691146806
26312473,01/11/2024,1,65326457
33300588,01/05/2025,7,"24,649,919,112,638,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
3956790,01/06/2025,1,702988182
41035711,01/09/2024,2,"8,167,075,314,193,020"
3956790,01/11/2024,2,"243,050,125,243,050,000"
33300588,01/04/2025,2,"394,558,139,457,071,000"
23573474,01/04/2025,1,209893531
33300588,01/11/2024,3,"35,115,738,275,732,100,000,000,000"
28622122,01/02/2025,1,451313455
20066038,01/05/2025,1,36255846
23573474,01/10/2024,1,10444636
34696342,01/12/2024,1,428095290
41035711,01/04/2025,2,"383,351,180,109,084,000"
33300588,01/01/2025,5,"776,543,481,732,635,000,000,000,000,000,000,000,000,000"
23573474,01/12/2024,1,12836966
28622122,01/04/2025,1,669920339
32515903,01/03/2025,3,"19,030,036,113,502,000,000,000,000"
28111152,01/05/2025,1,696177795
41035711,01/01/2025,6,"8,153,303,564,732,180,000,000,000,000,000,000,000,000,000,000,000,000"
28622122,01/12/2024,2,"408,335,013,199,114,000"
41035711,01/03/2025,4,"313,452,541,903,904,000,000,000,000,000,000"
33300588,01/07/2025,4,"115,922,256,175,793,000,000,000,000,000,000,000"
32515903,01/05/2025,3,"297,494,477,235,423,000,000,000,000"
32515903,01/02/2025,3,"108,465,501,503,033,000,000,000,000"
41035711,01/05/2025,1,438199293
28622122,01/06/2025,1,295122261
33300588,01/12/2024,3,"5,669,117,481,571,280,000,000,000"
32515903,01/10/2024,4,"5,715,814,989,121,890,000,000,000,000,000,000"
11976359,01/01/2025,1,122311046
33300588,01/06/2025,6,"2,235,022,117,996,930,000,000,000,000,000,000,000,000,000,000,000,000"
33300588,01/10/2024,6,"7,507,950,384,910,130,000,000,000,000,000,000,000,000,000,000,000,000"
32515903,01/12/2024,2,"4,684,783,614,253,570"
28622122,01/07/2025,1,460140271
28622122,01/01/2025,2,"72,244,323,408,335,000"
33300588,01/03/2025,6,"38,760,634,834,706,100,000,000,000,000,000,000,000,000,000,000,000,000"
28111152,01/04/2025,3,"6,728,676,265,343,120,000,000,000"
33300588,01/09/2024,5,"462,696,817,835,452,000,000,000,000,000,000,000,000,000"
41071183,01/05/2025,1,56260738
28111152,01/03/2025,1,669920339
23573474,01/06/2025,1,694752668
41035711,01/06/2025,2,"241,140,952,694,439,000"
41035711,01/02/2025,3,"208,594,741,680,057,000,000,000"
20066038,01/01/2025,1,311070749
28111152,01/07/2025,1,216096394
3956790,01/04/2025,1,316630913
28111152,01/06/2025,2,"88,250,724,421,844,200"
25086694,01/02/2025,1,13664803
23573474,01/07/2025,2,"1,044,463,610,444,630"
32515903,01/07/2025,1,131310506
25086694,01/12/2024,1,422261829
28622122,01/09/2024,2,"346,370,166,585,598,000"
3956790,01/10/2024,1,243050125
32515903,01/04/2025,1,396192115
33300588,01/08/2025,1,39692638
41035711,01/12/2024,4,"4,546,986,432,098,980,000,000,000,000,000"
41071183,01/01/2025,1,382011770
22710436,01/07/2025,1,132200076
22710436,01/03/2025,1,5303017
22710436,01/12/2024,1,245871
20450514,01/04/2025,2,"5,346,476,453,464,760"
20450514,01/08/2025,1,14328255
20450514,01/07/2025,2,"6,233,029,223,191,090"
20450514,01/09/2024,1,53107771
22710436,01/04/2025,1,198900840
22710436,01/06/2025,1,5303017
33034007,01/06/2025,2,"216,057,622,518,930,000"
22710436,01/09/2024,3,"460,014,733,388,179,000,000,000,000"
41725548,01/12/2024,1,93613446
16668617,01/01/2025,2,"21,374,633,918,016,500"
16668617,01/02/2025,2,"379,976,618,680,693,000"
41725548,01/07/2025,2,"36,189,072,090,630,900"
33162454,01/06/2025,1,662498165
41725548,01/05/2025,2,"488,732,750,139,078,000"
41725548,01/11/2024,1,57411374
16668617,01/03/2025,1,111636655
30308601,01/12/2024,1,418424708
16668617,01/12/2024,1,188746056
33162454,01/09/2024,1,510207613
33162454,01/12/2024,1,433823846
41725548,01/10/2024,1,362157379
20911493,01/02/2025,1,34291333
3614505,01/10/2024,1,565566076
3614505,01/12/2024,1,30059397
16668617,01/06/2025,1,161024851
1237886,01/10/2024,1,190789
33162454,01/11/2024,2,"663,302,455,664,230,000"
30308601,01/11/2024,1,656304520
33162454,01/01/2025,1,391653714
30308601,01/09/2024,2,"439,574,787,487,403,000"
41725548,01/06/2025,2,"164,601,036,866,978"
16668617,01/05/2025,1,127215811
33162454,01/03/2025,2,"279,985,030,491,797,000"
41725548,01/01/2025,2,"151,955,776,478,849,000"
33162454,01/05/2025,1,398414248
41725548,01/02/2025,2,"8,349,474,143,445,860"
30308601,01/10/2024,2,"313,098,566,467,329,000"
16668617,01/04/2025,1,462216623
39643823,01/09/2024,1,245276048
34012509,01/12/2024,2,"413,672,227,413,672,000"
33027529,01/06/2025,2,"155,249,919,155,249,000"
34012509,01/11/2024,1,239594727
34012509,01/02/2025,3,"90,931,773,866,105,500,000,000"
33204777,01/01/2025,1,661880190
33204777,01/10/2024,1,429779577
24867273,01/07/2025,1,138570482
34012509,01/09/2024,1,185357521
33204777,01/09/2024,1,453647734
28650254,01/01/2025,1,401555446
33036430,01/12/2024,3,"667,715,625,402,781,000,000,000,000"
33027529,01/12/2024,1,598504341
28650254,01/02/2025,1,44007988
28650254,01/03/2025,1,669920339
24867273,01/03/2025,2,"18,910,053,176,021,900"
36695083,01/12/2024,1,483780536
33204777,01/03/2025,1,68520497
24867273,01/12/2024,1,450413361
39643823,01/03/2025,1,135020886
28650254,01/12/2024,1,419721001
33027529,01/05/2025,1,155249919
28650254,01/11/2024,1,42501913
24867273,01/02/2025,1,27533536
28650254,01/06/2025,1,689260027
33036430,01/01/2025,1,545985085
33204777,01/11/2024,1,490507674
34012509,01/01/2025,1,317765928
33035092,01/11/2024,1,17591817
28650254,01/09/2024,1,574810252
24867273,01/09/2024,1,294424
33204777,01/02/2025,1,453647734
39643823,01/12/2024,2,"598,417,068,233,565,000"
28650254,01/10/2024,1,111714413
41076217,01/11/2024,1,380583737
39644624,01/10/2024,2,"5,709,480,150,227,080"
41076217,01/05/2025,1,17514431
39644624,01/11/2024,1,22474632
21059385,01/02/2025,1,411491227
18401756,01/01/2025,2,"119,259,336,188,855,000"
30000766,01/04/2025,2,"64,189,620,406,382,000"
37867784,01/01/2025,1,442911939
36383129,01/07/2025,1,103244158
29875197,01/07/2025,1,472997605
18401756,01/09/2024,4,"21,042,247,401,831,000,000,000,000,000,000"
36383129,01/10/2024,2,"179,653,864,200,440"
38472842,01/09/2024,1,496161121
38472842,01/10/2024,1,586824898
21059385,01/10/2024,1,249865277
39644624,01/08/2025,2,"232,409,980,171,234,000"
29875197,01/09/2024,1,225759746
18401756,01/11/2024,2,"380,416,046,225,176,000"
41076217,01/08/2025,1,709538735
36383129,01/05/2025,1,194977510
21130967,01/01/2025,1,22840071
18401756,01/06/2025,1,48139293
36383129,01/09/2024,1,596522354
33037601,01/04/2025,1,684556957
36383129,01/01/2025,1,19110282
39644624,01/03/2025,1,543762862
40779996,01/12/2024,1,320692056
39644624,01/01/2025,3,"369,117,034,277,450,000,000,000,000"
37867784,01/12/2024,1,410442609
21059385,01/01/2025,1,419406538
39644624,01/12/2024,2,"23,356,532,630,454,600"
21130967,01/02/2025,2,"374,762,801,159,306,000"
40779996,01/10/2024,1,6542295
37580790,01/12/2024,1,16475655
41076217,01/12/2024,1,399222444
38472842,01/11/2024,1,424525979
39644624,01/07/2025,2,"70,001,302,823,000,700"
29875197,01/12/2024,1,99578702
21130967,01/10/2024,2,"377,492,893,267,453"
40779996,01/04/2025,1,189226385
41076217,01/09/2024,1,54386205
18401756,01/10/2024,4,"25,793,877,508,062,500,000,000,000,000,000,000"
21130967,01/12/2024,4,"33,464,927,952,426,200,000,000,000,000,000,000"
33037601,01/05/2025,1,81871565
29875197,01/10/2024,1,655557388
18401756,01/02/2025,3,"3,564,807,791,882,300,000,000,000"
38472842,01/12/2024,4,"5,674,787,574,989,980,000,000,000,000,000,000"
40779996,01/03/2025,2,"26,135,393,111,685,000"
29875197,01/01/2025,3,"581,111,748,120,260,000,000,000,000"
18401756,01/04/2025,2,"434,104,851,364,828,000"
39644624,01/06/2025,1,8366423
39644624,01/09/2024,1,597451823
40779996,01/02/2025,2,"2,105,462,281,077,770"
33037601,01/12/2024,3,"9,350,109,466,124,900,000,000,000"
30000766,01/09/2024,1,365240256
38472842,01/01/2025,3,"58,833,110,423,399,400,000,000,000"
18401756,01/07/2025,1,47999490
18401756,01/05/2025,2,"2,079,717,816,199,850"
39644624,01/05/2025,1,103419170
18401756,01/03/2025,6,"1,238,769,612,327,200,000,000,000,000,000,000,000,000,000,000,000,000"
19388395,01/05/2025,1,57979770
19388395,01/02/2025,1,322200769
37891823,01/01/2025,1,546422153
37506501,01/02/2025,1,490720251
38772875,01/09/2024,2,"8,031,160,323,586,190"
37506501,01/01/2025,3,"375,365,781,765,528,000,000,000"
38772875,01/01/2025,4,"2,763,644,323,569,140,000,000,000,000,000,000"
38772875,01/03/2025,5,"13,556,566,368,917,300,000,000,000,000,000,000,000,000,000"
37891823,01/06/2025,1,499126781
33037287,01/06/2025,4,"380,310,567,216,057,000,000,000,000,000,000,000"
33037287,01/12/2024,1,381839996
33037287,01/04/2025,4,"520,723,062,110,867,000,000,000,000,000,000,000"
33037287,01/11/2024,1,121232154
13169878,01/09/2024,1,530823953
37506501,01/12/2024,1,232969798
37506501,01/10/2024,1,129855970
33037287,01/07/2025,2,"17,434,611,491,038,100"
33037287,01/01/2025,1,659076568
19388395,01/03/2025,3,"13,565,332,235,224,700,000,000,000"
37506501,01/09/2024,1,51649831
33037287,01/09/2024,2,"468,540,633,475,491,000"
38772875,01/12/2024,1,7167992
33037287,01/05/2025,4,"505,706,456,659,555,000,000,000,000,000,000,000"
38772875,01/02/2025,1,66084210
33037287,01/03/2025,1,554986467
37506501,01/11/2024,2,"441,194,117,129,929,000"
40942179,01/09/2024,1,181840381
28029278,01/05/2025,4,"2,149,686,408,790,370,000,000,000,000,000,000"
28029278,01/06/2025,3,"503,068,053,982,729,000,000,000"
28029278,01/09/2024,1,67125544
40942179,01/01/2025,2,"494,609,379,162,944,000"
28029278,01/01/2025,2,"570,058,445,671,836,000"
28029278,01/10/2024,2,"162,632,495,241,144,000"
28029278,01/12/2024,1,268893932
28029278,01/02/2025,3,"26,778,920,823,844,400,000,000,000"
28029278,01/03/2025,1,30643594
28029278,01/11/2024,2,"241,144,433,598,667,000"
2486516,01/07/2025,2,"11,398,361,763,628,200"
2486516,01/09/2024,3,"584,141,841,632,985,000,000,000"
19883665,01/12/2024,1,549817794
19883665,01/05/2025,2,"702,415,399,073,390"
38694004,01/03/2025,3,"24,623,543,366,871,800,000,000,000"
2486516,01/02/2025,4,"6,741,765,111,618,730,000,000,000,000,000"
38694004,01/01/2025,6,"31,976,236,753,892,700,000,000,000,000,000,000,000,000,000,000,000,000"
2486516,01/05/2025,1,71389902
38694004,01/12/2024,7,"324,750,418,307,832,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2486516,01/01/2025,1,557665789
2486516,01/12/2024,2,"2,123,822,421,238,220"
38694004,01/07/2025,3,"442,512,269,591,792,000,000,000,000"
38694004,01/11/2024,2,"49,680,719,985,499,300"
38694004,01/05/2025,1,463090328
38694004,01/09/2024,3,"475,814,386,192,405,000,000,000,000"
38694004,01/10/2024,2,"340,180,689,403,202,000"
38694004,01/04/2025,3,"689,136,777,250,664,000,000,000,000"
38694004,01/02/2025,4,"52,218,548,457,465,500,000,000,000,000,000,000"
38694004,01/06/2025,5,"450,327,571,367,327,000,000,000,000,000,000,000,000,000,000"
19883665,01/09/2024,1,545922134
38694004,01/08/2025,2,"312,808,920,708,633,000"
7930168,01/12/2024,3,"48,248,328,184,803,600,000,000,000"
38531404,01/02/2025,1,107919025
9803388,01/01/2025,1,34775607
29677400,01/12/2024,1,480661153
28835961,01/10/2024,1,657886824
29677400,01/06/2025,2,"269,450,379,480,638,000"
7930168,01/04/2025,1,286145055
9803388,01/12/2024,1,115617492
7930168,01/10/2024,1,1144195
28835961,01/12/2024,2,"69,817,989,141,595,800"
28835961,01/03/2025,1,32309132
7930168,01/06/2025,1,362999557
28835961,01/02/2025,3,"3,016,748,654,690,970,000,000,000"
29677400,01/07/2025,2,"541,883,830,703,405,000"
28835961,01/07/2025,1,693633640
7930168,01/05/2025,1,130720130
7930168,01/01/2025,2,"7,452,318,974,523,180"
9803388,01/04/2025,1,144095835
28835961,01/09/2024,1,593086443
28835961,01/04/2025,2,"4,169,145,114,328,250"
9803388,01/05/2025,1,46441191
9803388,01/11/2024,1,564568637
40919922,01/09/2024,1,382151378
40919922,01/05/2025,1,148733057
7930168,01/11/2024,1,124217233
38531404,01/01/2025,1,112813629
28835961,01/08/2025,1,301649422
28835961,01/05/2025,1,29007427
28835961,01/01/2025,2,"220,091,604,430,630,000"
39290226,01/01/2025,3,"304,362,705,333,705,000,000,000,000"
38693256,01/09/2024,2,"101,080,691,177,906,000"
28235106,01/08/2025,2,"2,416,445,151,348,770"
34539707,01/12/2024,3,"90,384,759,566,686,900,000,000,000"
34539707,01/05/2025,3,"133,719,949,681,106,000,000,000,000"
21011237,01/07/2025,1,162159384
38693256,01/06/2025,2,"13,484,784,213,556,200"
21011237,01/06/2025,1,512642914
38693256,01/03/2025,4,"1,580,173,127,141,780,000,000,000,000,000"
34539707,01/01/2025,3,"464,531,814,329,286,000,000,000,000"
38693256,01/01/2025,1,118129789
13453034,01/11/2024,1,100933126
13453034,01/05/2025,1,160363720
19062863,01/06/2025,1,698379288
39290226,01/02/2025,4,"399,605,011,677,286,000,000,000,000,000,000,000"
21011237,01/01/2025,1,225009551
19062863,01/07/2025,2,"36,360,032,106,440,000"
34539707,01/03/2025,3,"85,039,667,390,642,300,000,000,000"
13453034,01/09/2024,2,"438,191,566,598,417,000"
28235106,01/12/2024,3,"8,134,838,647,661,930,000,000,000"
28235106,01/10/2024,4,"32,638,539,129,865,900,000,000,000,000,000,000"
38693256,01/07/2025,2,"2,138,375,452,300,900"
28235106,01/09/2024,1,375010547
19062863,01/05/2025,1,17134324
34539707,01/04/2025,1,236378723
28235106,01/03/2025,1,107205942
34539707,01/06/2025,1,64826006
34539707,01/11/2024,2,"658,636,259,103,306,000"
19062863,01/02/2025,2,"490,916,355,486,620,000"
34539707,01/02/2025,2,"131,743,985,329,286,000"
39290226,01/11/2024,1,258440210
19062863,01/03/2025,2,"42,461,246,915,100,700"
38693256,01/02/2025,2,"40,107,990,118,239,300"
38693256,01/04/2025,3,"4,791,628,773,071,280,000,000,000"
13453034,01/03/2025,1,12933466
13453034,01/12/2024,1,21443423
39290226,01/10/2024,2,"135,349,052,277,424,000"
