listing_id,date,vacant_days,reserved_days,occupancy,revenue,rate_avg,booked_rate_avg,booking_lead_time_avg,length_of_stay_avg,min_nights_avg,native_booked_rate_avg,native_rate_avg,native_revenue
11558795,01/03/2025,31,0,0,0,28.7,,,,7,,3688,0
11558795,01/02/2025,28,0,0,0,28.3,,,,7,,3655,0
11558795,01/07/2025,31,0,0,0,25.8,,,,7,,3333,0
11558795,01/10/2024,31,0,0,0,29.4,,,,,,3793,0
11558795,01/01/2025,31,0,0,0,27.7,,,,7,,3578,0
11558795,01/11/2024,30,0,0,0,29.3,,,,,,3780,0
11558795,01/08/2025,31,0,0,0,28.5,,,,7,,3682,0
11558795,01/04/2025,30,0,0,0,27.4,,,,7,,3548,0
11558795,01/09/2024,30,0,0,0,30.3,,,,,,3914,0
11558795,01/05/2025,31,0,0,0,27.1,,,,7,,3519,0
40487574,01/11/2024,30,0,0,0,46.7,,,,,,6024,0
40487574,01/09/2024,30,0,0,0,48.5,,,,,,6265,0
40487574,01/02/2025,28,0,0,0,51.7,,,,2,,6678,0
40487574,01/04/2025,30,0,0,0,59.5,,,,2,,7705,0
40487574,01/05/2025,31,0,0,0,58.8,,,,2,,7635,0
40487574,01/03/2025,31,0,0,0,58.9,,,,2,,7569,0
40487574,01/12/2024,23,8,0.258,384,47.1,48,5,11,2,6216,6100,49730
40487574,01/07/2025,31,0,0,0,57.9,,,,2,,7481,0
40487574,01/01/2025,28,3,0.097,139,47.3,46.3,,,2,5981,6110,17955
40487574,01/08/2025,31,0,0,0,50.5,,,,2,,6525,0
40487574,01/06/2025,30,0,0,0,59.1,,,,2,,7636,0
40487574,01/10/2024,31,0,0,0,47.9,,,,,,6179,0
2486516,01/12/2024,22,9,0.29,1060,117.5,117.8,25,4,1,15256,15217,137277
2486516,01/10/2024,0,31,1,3721,120,120,34,31,,15480,15480,480010
2486516,01/08/2025,23,8,0.258,1692,208,211.5,54,2,1,27327,26874,218612
2486516,01/03/2025,28,3,0.097,345,135.9,115,46,1,1,14778,17464,44334
2486516,01/05/2025,16,15,0.484,3090,209.5,206,23,8,1,26747,27201,401206
2486516,01/04/2025,22,8,0.267,1403,191.4,175.4,74,3,1,22714,24786,181690
2486516,01/06/2025,25,5,0.167,1021,224.8,204.2,,,1,26383,29045,131917
2486516,01/07/2025,21,10,0.323,2326,229.3,232.6,205,3,1,30053,29626,300528
2486516,01/02/2025,11,17,0.607,1919,116.6,112.9,74,3,1,14583,15061,247873
2486516,01/09/2024,23,7,0.233,856,122.3,122.3,16,3,,15799,15799,110578
2486516,01/11/2024,26,4,0.133,478,120.1,119.5,2,2,,15416,15493,61662
2486516,01/01/2025,28,3,0.097,343,114.4,114.3,65,3,1,14764,14777,44305
40697310,01/12/2024,18,13,0.419,1390,107.4,106.9,32,6,,13844,13909,180014
40697310,01/03/2025,31,0,0,0,103.5,,,,1,,13300,0
40697310,01/09/2024,30,0,0,0,107.8,,,,,,13926,0
40697310,01/11/2024,30,0,0,0,108.9,,,,,,14048,0
40697310,01/04/2025,30,0,0,0,101,,,,1,,13080,0
40697310,01/06/2025,28,2,0.067,201,102.8,100.5,1,2,1,12985,13282,25970
40697310,01/02/2025,28,0,0,0,102.7,,,,1,,13266,0
40697310,01/05/2025,31,0,0,0,102.2,,,,1,,13270,0
40697310,01/07/2025,31,0,0,0,103.4,,,,1,,13360,0
40697310,01/10/2024,25,6,0.194,646,107.5,107.7,2,3,,13893,13868,83334
40697310,01/08/2025,27,4,0.129,411,102.3,102.8,4,2,1,13282,13218,53103
40697310,01/01/2025,27,4,0.129,422,104.2,105.5,28,2,1,13627,13459,54510
41005225,01/02/2025,28,0,0,0,53.3,,,,1,,6885,0
41005225,01/08/2025,31,0,0,0,52,,,,1,,6719,0
41005225,01/05/2025,31,0,0,0,52.3,,,,1,,6791,0
41005225,01/11/2024,30,0,0,0,54.7,,,,,,7056,0
41005225,01/12/2024,19,12,0.387,658,54.5,54.8,1,12,,7097,7058,85215
41005225,01/03/2025,31,0,0,0,54.5,,,,1,,7003,0
41005225,01/01/2025,19,12,0.387,647,54.3,53.9,1,12,1,6962,7014,83573
41005225,01/09/2024,30,0,0,0,55.5,,,,,,7169,0
41005225,01/10/2024,31,0,0,0,55.1,,,,,,7108,0
41005225,01/06/2025,30,0,0,0,52.5,,,,1,,6783,0
41005225,01/04/2025,30,0,0,0,53.1,,,,1,,6876,0
41005225,01/07/2025,31,0,0,0,52.7,,,,1,,6809,0
22872353,01/02/2025,18,10,0.357,339,34.1,33.9,26,10,2,4379,4405,43788
41520513,01/01/2025,20,11,0.355,635,59.3,57.7,3,1,1,7453,7660,82023
22872353,01/10/2024,14,17,0.548,506,29.7,29.8,29,5,,3844,3831,65274
33026502,01/02/2025,28,0,0,0,46.5,,,,1,,6006,0
22872353,01/04/2025,24,6,0.2,211,35.7,35.2,14,3,2,4558,4623,27325
33026502,01/08/2025,7,24,0.774,1140,47.3,47.5,30,7,1,6137,6111,147292
22872353,01/05/2025,28,3,0.097,106,36.4,35.3,121,3,2,4583,4726,13763
22872353,01/03/2025,11,20,0.645,532,28.7,26.6,96,20,2,3418,3688,68364
22872353,01/01/2025,17,14,0.452,475,33.9,33.9,31,4,2,4379,4379,61356
41520513,01/11/2024,4,26,0.867,1618,62.2,62.2,7,29,,8024,8024,208723
22872353,01/07/2025,15,16,0.516,629,39.3,39.3,21,8,2,5078,5078,81269
33026502,01/12/2024,19,12,0.387,491,40,40.9,1,12,,5297,5180,63588
41520513,01/05/2025,13,18,0.581,1038,59.2,57.7,25,18,1,7492,7687,134774
17350714,01/12/2024,8,23,0.742,668,29.2,29,16,18,3,3756,3782,86510
33026502,01/05/2025,8,23,0.742,911,39.8,39.6,38,23,1,5142,5168,118284
22872353,01/11/2024,20,10,0.333,301,30,30.1,14,5,,3883,3870,38829
33026502,01/11/2024,30,0,0,0,38.7,,,,,,4992,0
33026502,01/06/2025,30,0,0,0,34.7,,,,1,,4483,0
17350714,01/02/2025,28,0,0,0,15.3,,,,3,,1976,0
17350714,01/08/2025,31,0,0,0,22.2,,,,3,,2868,0
17350714,01/09/2024,30,0,0,0,15.5,,,,,,2002,0
17350714,01/05/2025,31,0,0,0,19.2,,,,3,,2493,0
41520513,01/02/2025,21,7,0.25,416,60.2,59.4,14,7,1,7673,7776,53734
33026502,01/04/2025,30,0,0,0,46.3,,,,1,,5996,0
17350714,01/01/2025,18,13,0.419,318,18.9,24.5,,,3,3165,2441,41076
33026502,01/09/2024,30,0,0,0,38,,,,,,4909,0
22872353,01/06/2025,30,0,0,0,38.1,,,,2,,4923,0
41520513,01/07/2025,31,0,0,0,63.9,,,,1,,8256,0
41520513,01/04/2025,20,10,0.333,615,61.3,61.5,2,10,1,7964,7938,79643
41520513,01/12/2024,0,31,1,1927,62.2,62.2,,,1,8055,8055,249559
33026502,01/01/2025,18,13,0.419,512,39.9,39.4,5,4,1,5089,5154,66135
17350714,01/10/2024,29,2,0.065,31,15.4,15.5,1,2,,2000,1987,3999
41520513,01/10/2024,24,7,0.226,467,65.3,66.7,5,4,,8604,8424,60243
17350714,01/04/2025,30,0,0,0,16.5,,,,3,,2137,0
33026502,01/03/2025,31,0,0,0,46.8,,,,1,,6014,0
41520513,01/09/2024,30,0,0,0,66.1,,,,,,8539,0
33026502,01/07/2025,27,4,0.129,188,48.6,47,1,22,1,6073,6279,24290
41520513,01/03/2025,12,19,0.613,1191,62.1,62.7,50,6,1,8057,7980,153048
17350714,01/11/2024,30,0,0,0,28.5,,,,,,3677,0
17350714,01/03/2025,31,0,0,0,15.1,,,,3,,1940,0
41520513,01/08/2025,31,0,0,0,64.1,,,,1,,8282,0
22872353,01/08/2025,23,8,0.258,292,37.7,36.5,,,2,4716,4871,37727
33026502,01/10/2024,31,0,0,0,39.1,,,,,,5044,0
41520513,01/06/2025,30,0,0,0,69.4,,,,1,,8967,0
17350714,01/07/2025,31,0,0,0,17.3,,,,3,,2235,0
17350714,01/06/2025,30,0,0,0,18.5,,,,3,,2390,0
22872353,01/09/2024,24,6,0.2,180,30,30,1,6,,3875,3875,23252
22872353,01/12/2024,9,22,0.71,652,29.9,29.6,42,4,2,3833,3872,84438
34012509,01/10/2024,27,4,0.129,144,35.5,36,85,2,,4644,4580,18576
34012509,01/01/2025,14,17,0.548,585,34.5,34.4,17,8,1,4443,4456,75564
34012509,01/07/2025,31,0,0,0,33.1,,,,1,,4277,0
34012509,01/05/2025,31,0,0,0,36.1,,,,1,,4687,0
34012509,01/12/2024,31,0,0,0,36.3,,,,,,4701,0
34012509,01/11/2024,30,0,0,0,36.8,,,,,,4747,0
34012509,01/09/2024,28,2,0.067,68,34.1,34,55,1,,4392,4405,8784
34012509,01/04/2025,30,0,0,0,34.7,,,,1,,4494,0
34012509,01/06/2025,30,0,0,0,34.2,,,,1,,4419,0
34012509,01/03/2025,31,0,0,0,33.9,,,,1,,4356,0
34012509,01/02/2025,19,9,0.321,322,34.8,35.8,19,9,1,4624,4495,41592
34012509,01/08/2025,31,0,0,0,37,,,,1,,4781,0
38531404,01/03/2025,21,10,0.323,556,55,55.6,,,3,7145,7068,71448
28835961,01/08/2025,19,12,0.387,402,33,33.5,4,2,2,4328,4264,51940
28835961,01/06/2025,8,22,0.733,1121,51.4,51,8,4,2,6589,6641,144837
38531404,01/06/2025,30,0,0,0,55.6,,,,4,,7184,0
28835961,01/01/2025,4,27,0.871,1040,39.2,38.5,12,5,2,4973,5063,134337
28835961,01/03/2025,0,31,1,1288,41.5,41.5,20,17,2,5333,5333,165513
28835961,01/05/2025,8,23,0.742,808,34.3,35.1,9,7,2,4557,4454,104911
38531404,01/05/2025,31,0,0,0,51.2,,,,4,,6648,0
28835961,01/10/2024,8,23,0.742,901,38.5,39.2,14,3,,5057,4967,116229
38531404,01/11/2024,30,0,0,0,61.9,,,,,,7985,0
38531404,01/02/2025,0,28,1,1452,51.9,51.9,,,3,6704,6704,187551
28835961,01/09/2024,3,27,0.9,983,36.4,36.4,20,3,,4702,4702,126984
38531404,01/04/2025,30,0,0,0,51.3,,,,3,,6643,0
38531404,01/09/2024,30,0,0,0,60.7,,,,,,7841,0
38531404,01/01/2025,8,23,0.742,1291,56.5,56.1,50,30,3,7246,7298,166758
28835961,01/02/2025,13,15,0.536,664,45,44.3,25,3,2,5722,5813,85767
38531404,01/10/2024,31,0,0,0,61.6,,,,,,7946,0
28835961,01/12/2024,8,23,0.742,1039,44.8,45.2,8,4,2,5854,5802,134557
28835961,01/04/2025,6,24,0.8,1192,50.4,49.7,15,4,2,6436,6527,154365
38531404,01/12/2024,28,3,0.097,179,60.1,59.7,83,3,,7732,7783,23182
28835961,01/11/2024,1,29,0.967,1427,49.4,49.2,22,29,,6347,6373,184084
28835961,01/07/2025,13,18,0.581,704,40.2,39.1,1,4,2,5052,5194,90959
38531404,01/07/2025,31,0,0,0,54,,,,4,,6977,0
38531404,01/08/2025,31,0,0,0,57.8,,,,4,,7468,0
6568691,01/03/2025,21,10,0.323,194,19.4,19.4,2,5,1,2493,2493,24930
6568691,01/02/2025,24,4,0.143,76,19.3,19,1,4,1,2454,2493,9817
6568691,01/01/2025,24,7,0.226,132,18.4,18.9,4,1,1,2441,2377,17050
40810548,01/12/2024,18,13,0.419,1078,86,82.9,39,2,,10736,11138,139608
33025817,01/12/2024,31,0,0,0,100.1,,,,,,12964,0
40810548,01/03/2025,31,0,0,0,76.6,,,,2,,9843,0
40810548,01/08/2025,23,8,0.258,657,82.4,82.1,3,19,2,10608,10646,84887
6568691,01/07/2025,29,2,0.065,34,17,17,1,2,1,2196,2196,4393
6568691,01/08/2025,2,29,0.935,498,17.2,17.2,21,8,1,2222,2222,64343
33025817,01/02/2025,28,0,0,0,98.4,,,,1,,12710,0
6568691,01/10/2024,8,23,0.742,361,15.9,15.7,31,5,,2025,2051,46569
6568691,01/06/2025,20,10,0.333,180,21.5,18,1,4,1,2326,2778,23257
40810548,01/04/2025,30,0,0,0,74.7,,,,2,,9674,0
40810548,01/09/2024,30,0,0,0,78.4,,,,,,10128,0
33025817,01/05/2025,31,0,0,0,46.8,,,,1,,6077,0
33025817,01/07/2025,31,0,0,0,48.6,,,,1,,6279,0
40810548,01/01/2025,27,4,0.129,347,82.6,86.8,23,4,2,11212,10669,44822
6568691,01/05/2025,26,5,0.161,115,22.1,23,5,2,1,2986,2869,14932
40810548,01/10/2024,30,1,0.032,69,70.5,69,5,1,,8901,9095,8901
40810548,01/06/2025,30,0,0,0,84,,,,2,,10853,0
33025817,01/03/2025,31,0,0,0,96.2,,,,1,,12362,0
33025817,01/01/2025,31,0,0,0,100.2,,,,1,,12943,0
33025817,01/04/2025,30,0,0,0,59.5,,,,1,,7705,0
40810548,01/11/2024,5,25,0.833,1874,74.2,75,1,36,,9675,9572,241747
40810548,01/07/2025,31,0,0,0,84,,,,2,,10853,0
33025817,01/08/2025,31,0,0,0,48.8,,,,1,,6305,0
40810548,01/02/2025,26,2,0.071,152,76.6,76,1,2,2,9817,9894,19633
33025817,01/11/2024,30,0,0,0,105.9,,,,,,13661,0
6568691,01/11/2024,18,12,0.4,214,17.7,17.8,1,4,,2296,2283,27606
40810548,01/05/2025,31,0,0,0,83.7,,,,2,,10868,0
6568691,01/12/2024,29,2,0.065,38,18.3,19,8,2,2,2461,2370,4921
33025817,01/09/2024,26,4,0.133,423,103,105.8,,,,13667,13306,54643
6568691,01/04/2025,12,18,0.6,327,18.1,18.2,12,10,1,2357,2344,42347
6568691,01/09/2024,18,12,0.4,187,15.9,15.6,3,7,,2015,2054,24157
33025817,01/06/2025,18,12,0.4,583,48.4,48.6,1,12,1,6279,6253,75326
33025817,01/10/2024,31,0,0,0,106.2,,,,,,13700,0
32379251,01/09/2024,26,4,0.133,3099,791.5,774.8,28,1,,100088,102246,400328
4106780,01/08/2025,28,3,0.097,231,63.2,77,28,3,1,9949,8166,29846
32379251,01/03/2025,23,8,0.258,5422,671.2,677.8,16,1,1,87100,86252,696748
32379251,01/11/2024,13,17,0.567,12627,742.6,742.8,26,3,,95821,95796,1628887
4106780,01/09/2024,10,20,0.667,1151,57.3,57.5,56,1,,7428,7402,148686
32379251,01/08/2025,22,9,0.29,5731,614.7,636.8,55,1,1,82277,79421,740466
32379251,01/07/2025,9,22,0.71,13905,630.9,632,57,3,1,81657,81515,1796576
4106780,01/02/2025,28,0,0,0,58.9,,,,1,,7608,0
4106780,01/06/2025,30,0,0,0,70.5,,,,1,,9109,0
4106780,01/07/2025,28,3,0.097,175,62.9,58.3,1,3,1,7533,8127,22611
4106780,01/04/2025,30,0,0,0,57.9,,,,1,,7498,0
4106780,01/01/2025,31,0,0,0,58.9,,,,1,,7608,0
4106780,01/12/2024,24,7,0.226,381,55.8,54.4,1,7,1,7045,7226,49342
32379251,01/06/2025,11,19,0.633,13584,725.3,714.9,11,6,1,92368,93711,1755102
32379251,01/04/2025,21,9,0.3,6333,703.7,703.7,43,3,1,91130,91130,820129
32379251,01/12/2024,26,5,0.161,3751,764.6,750.2,66,2,,97156,99020,485778
4106780,01/05/2025,31,0,0,0,59.7,,,,1,,7751,0
32379251,01/02/2025,16,12,0.429,7348,582.4,612.3,47,3,1,79089,75227,949124
4106780,01/10/2024,19,12,0.387,700,58.2,58.3,26,15,,7521,7508,90300
32379251,01/01/2025,31,0,0,0,675.4,,,,1,,87241,0
32379251,01/05/2025,31,0,0,0,702.4,,,,1,,91200,0
4106780,01/03/2025,31,0,0,0,57,,,,1,,7325,0
32379251,01/10/2024,7,24,0.774,18203,767.2,758.5,29,12,,97847,98969,2348193
4106780,01/11/2024,20,10,0.333,588,59.1,58.8,1,7,,7585,7624,75852
21130967,01/04/2025,30,0,0,0,57.1,,,,1,,7394,0
40779996,01/11/2024,27,3,0.1,137,44.2,45.7,8,11,,5895,5702,17673
21130967,01/11/2024,6,24,0.8,1359,56.7,56.6,17,28,,7301,7314,175311
40779996,01/01/2025,25,6,0.194,268,44,44.7,4,8,2,5774,5683,34618
21130967,01/06/2025,30,0,0,0,63.6,,,,1,,8217,0
21130967,01/10/2024,27,4,0.129,225,55.8,56.2,3,1,,7250,7198,29025
40779996,01/03/2025,27,4,0.129,172,43.6,43,8,2,2,5526,5603,22103
40779996,01/10/2024,5,26,0.839,1176,44.7,45.2,,,,5831,5766,151704
41076217,01/07/2025,31,0,0,0,21.4,,,,1,,2765,0
41076217,01/01/2025,31,0,0,0,19.5,,,,1,,2519,0
41076217,01/02/2025,27,1,0.036,19,18.9,19,1,1,1,2454,2441,2454
41076217,01/03/2025,17,14,0.452,255,18.4,18.2,11,45,1,2339,2364,32768
41076217,01/11/2024,30,0,0,0,18.9,,,,,,2438,0
40779996,01/05/2025,11,20,0.645,898,44.7,44.9,6,1,2,5830,5804,116596
21130967,01/03/2025,15,16,0.516,864,53.8,54,53,8,1,6939,6914,111027
21130967,01/08/2025,31,0,0,0,62.4,,,,1,,8062,0
41076217,01/08/2025,24,7,0.226,138,20.4,19.7,10,7,1,2545,2636,17830
40779996,01/02/2025,17,11,0.393,478,45,43.5,,,2,5619,5813,61742
21130967,01/07/2025,31,0,0,0,64,,,,1,,8269,0
40779996,01/09/2024,11,19,0.633,869,45.4,45.7,24,45,,5904,5865,112257
40779996,01/04/2025,24,6,0.2,256,42.9,42.7,3,24,2,5530,5556,33152
40779996,01/12/2024,23,8,0.258,355,44.2,44.4,,,,5750,5724,45975
41076217,01/09/2024,25,5,0.167,95,19,19,3,2,,2454,2454,12272
21130967,01/02/2025,0,28,1,1538,54.9,54.9,42,4,1,7091,7091,198660
40779996,01/07/2025,27,4,0.129,202,44.5,50.5,47,4,2,6525,5750,26099
41076217,01/12/2024,8,23,0.742,426,18.6,18.5,19,11,1,2396,2409,55170
41076217,01/04/2025,0,30,1,587,19.6,19.6,,,1,2538,2538,76017
21130967,01/05/2025,31,0,0,0,60.5,,,,1,,7855,0
41076217,01/05/2025,30,1,0.032,20,20.2,20,,,1,2597,2623,2597
21130967,01/01/2025,3,28,0.903,1550,55.2,55.4,31,8,1,7156,7130,200213
41076217,01/10/2024,31,0,0,0,17.8,,,,,,2296,0
41076217,01/06/2025,30,0,0,0,20.8,,,,1,,2687,0
40779996,01/06/2025,27,3,0.1,130,46.7,43.3,7,3,2,5595,6034,16796
40779996,01/08/2025,22,9,0.29,346,39.2,38.4,9,4,2,4961,5065,44704
21130967,01/09/2024,29,1,0.033,55,54.2,55,1,1,,7105,7002,7105
21130967,01/12/2024,23,8,0.258,444,55.5,55.5,8,1,,7188,7188,57501
37707710,01/05/2025,31,0,0,0,87.9,,,,1,,11413,0
37707710,01/06/2025,30,0,0,0,91.5,,,,1,,11822,0
39220382,01/03/2025,31,0,0,0,19.3,,,,1,,2480,0
39220382,01/09/2024,28,2,0.067,40,19.3,20,1,2,,2584,2493,5167
39220382,01/10/2024,31,0,0,0,19.4,,,,,,2503,0
37707710,01/08/2025,26,5,0.161,441,89.5,88.2,15,2,1,11396,11564,56979
39220382,01/01/2025,31,0,0,0,19.2,,,,1,,2480,0
37707710,01/12/2024,7,24,0.774,2078,86.5,86.6,19,24,,11215,11202,269114
39220382,01/06/2025,3,27,0.9,586,21.7,21.7,,,1,2804,2804,75713
39220382,01/11/2024,30,0,0,0,19.5,,,,,,2516,0
37707710,01/10/2024,27,4,0.129,362,89.8,90.5,15,4,,11675,11584,46698
37707710,01/01/2025,21,10,0.323,802,76.9,80.2,22,3,1,10359,9933,103594
39220382,01/02/2025,28,0,0,0,19.2,,,,1,,2480,0
37707710,01/09/2024,24,6,0.2,539,89.4,89.8,,,,11600,11549,69628
39220382,01/04/2025,30,0,0,0,20.7,,,,1,,2681,0
39220382,01/05/2025,13,18,0.581,380,21.2,21.1,13,22,1,2740,2753,49339
37707710,01/02/2025,25,3,0.107,222,73,74,2,1,1,9558,9429,28675
39220382,01/08/2025,31,0,0,0,21.8,,,,1,,2817,0
37707710,01/11/2024,22,8,0.267,726,90.7,90.8,17,2,,11713,11700,93654
37707710,01/03/2025,31,0,0,0,80.7,,,,1,,10370,0
37707710,01/07/2025,20,11,0.355,1010,91.2,91.8,18,4,1,11861,11783,130496
39220382,01/12/2024,31,0,0,0,19.1,,,,,,2474,0
37707710,01/04/2025,30,0,0,0,87,,,,1,,11267,0
39220382,01/07/2025,31,0,0,0,21.5,,,,1,,2778,0
33037287,01/09/2024,30,0,0,0,42.6,,,,,,5503,0
33037287,01/07/2025,21,10,0.323,479,47.7,47.9,3,14,1,6189,6163,61889
33037287,01/01/2025,29,2,0.065,90,46.6,45,,,1,5813,6019,11625
33037287,01/11/2024,30,0,0,0,44.1,,,,,,5689,0
33037287,01/12/2024,21,10,0.323,444,44,44.4,6,6,,5750,5698,57501
33037287,01/04/2025,30,0,0,0,47.6,,,,1,,6164,0
33037287,01/02/2025,28,0,0,0,47.5,,,,1,,6135,0
33037287,01/10/2024,31,0,0,0,42.8,,,,,,5521,0
33037287,01/06/2025,30,0,0,0,47,,,,1,,6073,0
33037287,01/03/2025,31,0,0,0,48.4,,,,1,,6220,0
33037287,01/05/2025,31,0,0,0,47,,,,1,,6102,0
33037287,01/08/2025,6,25,0.806,1196,47.6,47.8,7,3,1,6176,6150,154527
10279550,01/12/2024,31,0,0,0,33.9,,,,,,4390,0
10279550,01/06/2025,23,7,0.233,215,31,30.7,6,15,14,3967,4005,27779
35850895,01/06/2025,21,9,0.3,315,32,35,1,9,1,4522,4135,40699
10279550,01/02/2025,28,0,0,0,34.9,,,,14,,4508,0
35850895,01/09/2024,30,0,0,0,22.4,,,,,,2894,0
35850895,01/08/2025,31,0,0,0,31.6,,,,1,,4083,0
10279550,01/05/2025,31,0,0,0,31.3,,,,14,,4064,0
10279550,01/08/2025,31,0,0,0,30,,,,14,,3876,0
10279550,01/11/2024,30,0,0,0,35.3,,,,,,4554,0
35850895,01/03/2025,30,1,0.032,24,22.7,24,,,1,3084,2917,3084
35850895,01/11/2024,30,0,0,0,23.5,,,,,,3032,0
35850895,01/12/2024,27,4,0.129,94,22.7,23.5,23,12,,3043,2940,12174
35850895,01/10/2024,31,0,0,0,22.7,,,,,,2928,0
10279550,01/01/2025,31,0,0,0,32.2,,,,14,,4159,0
10279550,01/04/2025,30,0,0,0,32.1,,,,14,,4157,0
35850895,01/04/2025,29,1,0.033,24,24.4,24,1,1,1,3108,3160,3108
10279550,01/07/2025,23,8,0.258,242,29.7,30.2,,,14,3902,3837,31267
10279550,01/03/2025,31,0,0,0,35.8,,,,14,,4600,0
35850895,01/01/2025,23,8,0.258,184,22.8,23,,,1,2971,2945,23767
35850895,01/07/2025,31,0,0,0,34.5,,,,1,,4458,0
10279550,01/10/2024,31,0,0,0,35.4,,,,,,4567,0
10279550,01/09/2024,30,0,0,0,36.6,,,,,,4728,0
35850895,01/05/2025,30,1,0.032,25,26.6,25,1,1,1,3246,3454,3246
35850895,01/02/2025,11,17,0.607,404,23.3,23.8,25,18,1,3074,3010,52184
22710436,01/01/2025,20,11,0.355,556,52.1,50.5,,,3,6523,6730,71818
22710436,01/06/2025,21,9,0.3,445,51.6,49.4,1,18,3,6383,6667,57496
22710436,01/09/2024,22,8,0.267,396,50,49.5,19,3,,6394,6459,51155
22710436,01/10/2024,13,18,0.581,906,50.4,50.3,32,9,,6489,6502,116874
22710436,01/12/2024,3,28,0.903,1415,50.4,50.5,134,6,3,6540,6527,183251
22710436,01/11/2024,30,0,0,0,50.6,,,,,,6527,0
22710436,01/08/2025,10,21,0.677,1156,54.6,55,41,4,3,7106,7055,149359
22710436,01/03/2025,16,15,0.484,786,52.9,52.4,1,15,3,6734,6798,101004
22710436,01/05/2025,29,2,0.065,100,53.1,50,,,3,6492,6895,12984
22710436,01/04/2025,21,9,0.3,470,51,52.2,1,11,3,6760,6605,60865
22710436,01/02/2025,28,0,0,0,54.1,,,,3,,6988,0
22710436,01/07/2025,9,22,0.71,1129,51.7,51.3,41,8,3,6628,6680,145871
31821799,01/11/2024,30,0,0,0,54,,,,,,6966,0
31821799,01/06/2025,20,10,0.333,518,53.8,51.8,1,11,1,6693,6951,66927
31821799,01/12/2024,7,24,0.774,1295,53.9,54,75,24,1,6993,6980,167711
31821799,01/03/2025,31,0,0,0,52.3,,,,1,,6721,0
31821799,01/07/2025,17,14,0.452,732,51.6,52.3,1,2,1,6757,6667,94577
31821799,01/01/2025,24,7,0.226,362,52,51.7,39,7,1,6678,6717,46759
31821799,01/08/2025,17,14,0.452,726,51.1,51.9,4,7,2,6706,6602,93802
31821799,01/05/2025,9,22,0.71,1182,54,53.7,15,22,1,6972,7011,153471
31821799,01/02/2025,17,11,0.393,600,53.5,54.5,1,11,1,7040,6910,77501
31821799,01/04/2025,30,0,0,0,51,,,,1,,6605,0
31821799,01/10/2024,31,0,0,0,53.2,,,,,,6863,0
31821799,01/09/2024,30,0,0,0,54.6,,,,,,7053,0
30895380,01/03/2025,31,0,0,0,120.1,,,,1,,15433,0
30895380,01/01/2025,4,27,0.871,3296,121.8,122.1,1,1,1,15772,15733,425744
30895380,01/12/2024,18,13,0.419,1600,121.5,123.1,1,39,,15942,15735,207210
30895380,01/05/2025,31,0,0,0,125.1,,,,1,,16243,0
30895380,01/09/2024,30,0,0,0,124.5,,,,,,16083,0
30895380,01/10/2024,31,0,0,0,123.3,,,,,,15906,0
30895380,01/07/2025,31,0,0,0,116.2,,,,1,,15013,0
30895380,01/06/2025,30,0,0,0,120.2,,,,1,,15530,0
30895380,01/04/2025,30,0,0,0,120.8,,,,1,,15644,0
30895380,01/02/2025,25,3,0.107,365,120,121.7,45,3,1,15720,15500,47146
30895380,01/08/2025,31,0,0,0,122.1,,,,1,,15776,0
30895380,01/11/2024,30,0,0,0,121.8,,,,,,15712,0
40938632,01/03/2025,31,0,0,0,55.7,,,,1,,7158,0
35967943,01/03/2025,31,0,0,0,65.3,,,,2,,8391,0
40938632,01/08/2025,27,4,0.129,197,51.1,49.2,8,1,1,6357,6602,25453
35967943,01/10/2024,2,29,0.935,1794,61.8,61.9,7,14,,7985,7972,231427
35566505,01/11/2024,30,0,0,0,99.7,,,,,,12861,0
40358406,01/03/2025,31,0,0,0,58.8,,,,1,,7556,0
40358406,01/10/2024,31,0,0,0,58.5,,,,,,7547,0
40358406,01/11/2024,30,0,0,0,57.8,,,,,,7456,0
40358406,01/02/2025,28,0,0,0,53.1,,,,1,,6859,0
35566505,01/06/2025,30,0,0,0,91,,,,1,,11758,0
40938632,01/11/2024,29,1,0.033,49,51.3,49,16,1,,6321,6618,6321
40938632,01/07/2025,21,10,0.323,401,40.9,40.1,2,2,1,5181,5284,51811
35566505,01/12/2024,18,13,0.419,1303,98.7,100.2,1,13,,12977,12782,168747
35566505,01/03/2025,31,0,0,0,94.2,,,,1,,12105,0
40938632,01/04/2025,28,2,0.067,116,54.7,58,3,1,1,7511,7084,15022
35967943,01/05/2025,24,7,0.226,468,63.6,66.9,5,3,2,8686,8258,60765
35967943,01/06/2025,30,0,0,0,61.4,,,,2,,7933,0
35566505,01/02/2025,28,0,0,0,85.1,,,,1,,10992,0
35566505,01/10/2024,31,0,0,0,97.2,,,,,,12539,0
40938632,01/06/2025,27,3,0.1,112,36.6,37.3,1,1,1,4819,4729,14471
35967943,01/12/2024,11,20,0.645,1255,62.9,62.8,82,14,2,8133,8146,162530
35566505,01/07/2025,31,0,0,0,91.2,,,,1,,11783,0
35566505,01/04/2025,30,0,0,0,91.7,,,,1,,11875,0
40358406,01/08/2025,31,0,0,0,55.1,,,,1,,7119,0
35967943,01/09/2024,30,0,0,0,60.8,,,,,,7854,0
35967943,01/11/2024,0,30,1,1898,63.3,63.3,38,31,,8166,8166,244843
40938632,01/09/2024,27,3,0.1,134,45.1,44.7,6,3,,5774,5826,17310
35967943,01/08/2025,25,6,0.194,420,60.3,70,47,3,2,9044,7791,54266
